jos, 2, 1
bc_tr, 0, 1
bs_r, 0, 2
bc_br, 0, 3
s_r, 1, 1
b, 2, 2
bc_tl, 1, 5
bc_bl, 1, 6
bc_tr, 2, 5
bc_br, 2, 6
s_t, 1, 4
bc_tl, 4, 7
bc_bl, 4, 8
bc_tr, 5, 7
bc_br, 5, 8
s_l, 3, 7
s_r, 3, 6
b, 5, 4
s_t, 5, 3
s_b, 5, 5
s_l, 4, 4
s_r, 6, 4
bs_l, 8, 0
bs_l, 8, 1
bs_l, 8, 2
bs_l, 8, 3
bs_l, 8, 4
bs_l, 8, 5
bs_l, 8, 6
bs_l, 8, 7
bs_l, 8, 8
bs_l, 8, 9
bs_l, 8, 10
bs_l, 8, 11
bs_l, 8, 12
bs_l, 8, 13
bs_l, 8, 14
bs_l, 8, 15
bs_l, 8, 16
bs_l, 8, 17
s_l, 7, 0
s_l, 7, 1
s_l, 7, 2
s_l, 7, 3
s_l, 7, 4
s_l, 7, 5
s_l, 7, 6
s_l, 7, 7
s_l, 7, 8
s_l, 7, 9
s_l, 7, 10
s_l, 7, 11
s_l, 7, 12
s_l, 7, 13
s_l, 7, 14
s_l, 7, 15
s_l, 7, 16
s_l, 7, 17
s_l, 7, 18
bc_bl, 8, 18
bs_b, 9, 18
bs_b, 10, 18
bs_b, 11, 18
bs_b, 12, 18
bs_b, 13, 18
bs_b, 14, 18
bs_b, 15, 18
bs_b, 16, 18
bs_b, 17, 18
bs_b, 18, 18
bs_b, 19, 18
bs_b, 20, 18
bs_b, 21, 18
bs_b, 22, 18
bs_b, 23, 18
bs_b, 24, 18
bs_b, 25, 18
bs_b, 26, 18
bs_b, 27, 18
bs_b, 28, 18
bs_b, 29, 18
bs_b, 30, 18
bs_b, 31, 18
bs_b, 32, 18
bs_b, 33, 18
s_b, 8, 19
s_b, 9, 19
s_b, 10, 19
s_b, 11, 19
s_b, 12, 19
s_b, 13, 19
s_b, 14, 19
s_b, 15, 19
s_b, 16, 19
s_b, 17, 19
s_b, 18, 19
s_b, 19, 19
s_b, 20, 19
s_b, 21, 19
s_b, 22, 19
s_b, 23, 19
s_b, 24, 19
s_b, 25, 19
s_b, 26, 19
s_b, 27, 19
s_b, 28, 19
s_b, 29, 19
s_b, 30, 19
s_b, 31, 19
s_b, 32, 19
s_b, 33, 19
s_b, 34, 19
bc_br, 34, 18
bs_r, 34, 17
bs_r, 34, 16
bs_r, 34, 15
bs_r, 34, 14
bs_r, 34, 13
bs_r, 34, 12
bs_r, 34, 11
bs_r, 34, 10
bs_r, 34, 9
bs_r, 34, 8
bs_r, 34, 7
bs_r, 34, 6
bs_r, 34, 5
bs_r, 34, 4
bs_r, 34, 3
bs_r, 34, 2
bs_r, 34, 1
bs_r, 34, 0
s_r, 35, 18
s_r, 35, 17
s_r, 35, 16
s_r, 35, 15
s_r, 35, 14
s_r, 35, 13
s_r, 35, 12
s_r, 35, 11
s_r, 35, 10
s_r, 35, 9
s_r, 35, 8
s_r, 35, 7
s_r, 35, 6
s_r, 35, 5
s_r, 35, 4
s_r, 35, 3
s_r, 35, 2
s_r, 35, 1
s_r, 35, 0
bs_t, 12, 24
bs_t, 13, 24
bc_tr, 14, 24
bc_tl, 11, 24
s_r, 15, 24
s_l, 10, 24
bs_t, 29, 24
bs_t, 30, 24
bc_tr, 31, 24
bc_tl, 28, 24
s_r, 32, 24
s_l, 27, 24
b, 3, 10
b, 6, 13
b, 5, 17
s_t, 5, 16
b, 2, 16
s_t, 2, 15
b, 1, 13
b, 4, 20
b, 7, 23
b, 35, 23
s_b, 35, 24
b, 38, 21
s_b, 38, 22
b, 40, 19
s_b, 40, 20
b, 36, 17
s_b, 36, 18
b, 39, 15
s_b, 39, 16
b, 37, 13
s_b, 37, 14
o, 40, 11
b, 41, 9
s_b, 41, 10
b, 40, 7
p, 40, 5
