puc, 4, 21
bs_t, 4, 22
bc_tr, 5, 22
bc_tl, 3, 22
bs_l, 3, 23
bs_l, 3, 24
bs_r, 5, 23
bs_r, 5, 24
bs_b, 18, 3
bc_br, 19, 3
bc_bl, 17, 3
bs_l, 17, 2
bs_l, 17, 1
bs_l, 17, 0
bs_r, 19, 2
bs_r, 19, 1
bs_r, 19, 0
bs_t, 31, 22
bc_tr, 32, 22
bc_tl, 30, 22
bs_l, 30, 23
bs_l, 30, 24
bs_r, 32, 23
bs_r, 32, 24
b, 12, 13
s_t, 12, 12
s_b, 12, 14
s_l, 11, 13
s_r, 13, 13
b, 23, 19
s_t, 23, 18
s_b, 23, 20
s_l, 22, 19
s_r, 24, 19
b, 5, 6
s_t, 5, 5
s_b, 5, 7
s_l, 4, 6
s_r, 6, 6
b, 15, 20
s_t, 15, 19
s_b, 15, 21
s_l, 14, 20
s_r, 16, 20
b, 20, 15
s_t, 20, 14
s_b, 20, 16
s_l, 19, 15
s_r, 21, 15
b, 4, 16
s_t, 4, 15
s_b, 4, 17
s_l, 3, 16
s_r, 5, 16
b, 31, 16
s_t, 31, 15
s_b, 31, 17
s_l, 30, 16
s_r, 32, 16
b, 27, 8
s_t, 27, 7
s_b, 27, 9
s_l, 26, 8
s_r, 28, 8
p, 38, 12
